num_ordre;plan_id;budget;typcredit;immobilisation;credit;centre_cout;projet;localisation;montant_estime;composante;montant_dispo;designation;type;mode;nbr_lot;agent_id;date_tech;date_tech_reel;date_dgcmef;date_dgcmef_reel;date_off;date_off_reel;temp;temp_reel;date_resultat;resultat;date_visite_site;date_demarrage;date_reel_demarrage;delai_exe;delai_reel_exe;date_butoir;date_reel_fin;budget_travaux;observation;statut
10;2;Fonds Propres;;;;;;DIRECTION DE LA PRODUCTION ;130 000 000;;130 000 000;Acquisition de 02 réchauffeurs électriques pour centrifugeuse d'huile des groupes n°3 et 4;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
15;2;Fonds Propres;;;;;;DIRECTION DES RESSOURCES HUMAINES;147 051 230;;147 051 230;Plateforme didactique pour TP photovoltaique équipée de toitures pédagogiques pour le montage de panneaux pv;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
45;2;Fonds Propres;;;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;68 806 527;;68 806 527;Mutation de transformateurs et restructuration réseaux dans le cadre de la gestion de la période chaude  DE FADA;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
51;2;Fonds Propres;;H;;;;DIRECTION DES MARCHES ET DU PATRIMOINE  ;57 000 000;;57 000 000;Acquisition d'un chariot élévateur (fourchette) 10T:complement;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
46;2;Fonds Propres;;;;;;DIRECTION DE LA PRODUCTION ;50 000 000;;50 000 000;Acquisition et installation d'un consignateur d'état du G1-G10;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
18;2;Fonds Propres;;A;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;163 485 304;;163 485 304;Acquisition et amenagement d'un contenaire pour archivages;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
68;2;Fonds Propres;;A;;;;DIRECTION DES ETUDES DE LA PLANIFICATION ET DE L'INGENIERIE;75 000 000;;75 000 000;Mise en ¿uvre du plan stratégique 2021-2026;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
54;2;Fonds Propres;;F;;;;DIRECTION DES RESSOURCES HUMAINES;30 000 000;;30 000 000;Equipement de la nouvelle infirmerie de gounghin;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
79;2;Fonds Propres;;;;;;DIRECTION DES ETUDES DE LA PLANIFICATION ET DE L'INGENIERIE;2 400 000;;2 400 000;Acquisition de 4 GPS;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
87;2;Fonds Propres;;;;;;DIRECTION DE LA DISTRIBUTION;25 689 193 964;;25 689 193 964;Logiciel Google earth professionnel ;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
24;2;Fonds Propres;;;;;;DIRECTION DES MARCHES ET DU PATRIMOINE  ;299 000 000;;299 000 000;Véhicule type Wagon 4 X 4 en remplacement de la 11 E 2535 BF;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
77;2;Fonds Propres;;F;;;;DIRECTION GENERALE;45 000 000;;45 000 000;Acquisition d'un detecteur d'incendie Magasin de kossodo;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
39;2;Fonds Propres;;F;;;;DIRECTION DE LA PRODUCTION ;17 900 000;;17 900 000;Acquisition de deux(2)  chargeurs de batterie 48 V;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
38;2;Fonds Propres;;A;;;;DIRECTION GENERALE;50 000 000;;50 000 000;Acquisition  et Installation d'autocom à DRC  dans le cadre de la mise en ¿uvre d'un système de Téléphonie sur IP (d'IPBX et Ipphones);;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
35;2;Fonds Propres;;;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;30 000 000;;30 000 000;Acquisition d'IACM pour les départs de Ouahigouya;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
4;2;Fonds Propres;;F;;;;DIRECTION DU TRANSPORT ET MOUVEMENTS D'ENERGIE;125 000 000;;125 000 000;Acquisition d'une cellule + disjoncteur 20 kV de réserve pour le poste 33/20 kV de Banfora;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
16;1;Financement externe;Fin. Ext.;;Fin. Ext.;22000;DIPI;DIPI;3 771 688 000;;3 771 688 000;Travaux de construction du poste 225 kV de Banfora;;AOO;;1;10/02/2022;10/02/2022;25/03/2022;;44809;;3;;;;;27/07/2022;;420;;20/09/2023;;;;PPM
;2;Fonds Propres Investissement;A;213100;A;0;;DETD;267 000 000;;267 000 000;fourniture et l’installation d'un système de télécommande d’Organes de Coupure Réseau (OCR), de quatre (04) Disjoncteurs Réenclencheurs en Réseau (DRR) et de 04 Interrupteurs à Creux de Tension (IACT) pour le Réseau de Distribution du Centre. ;;AOO;1;1;11/10/2022;11/10/2022;;;11/10/2022;;1;;;;;;;;;;;;;PPM
;1;Fonds Propres Investissement;A;213100;A;1;;DETD;630 500 000;;630 500 000;l’acquisition et l’installation d’un système de télégestion de l’éclairage public sur l’ensemble du territoire Burkinabè.;;AOO;1;1;(null);(null);;;;;;;;;;;;;;;;;;PPM
;2;Fonds Propres Investissement;A;213100;A;;;DIFO;637 000 000;;637 000 000;pour le déploiement de la fibre optique pour la fiabilisation de la transmission des téléactions des protections de la boucle 33 kV du CRCO.;;AOO;1;1;10/02/2022;10/02/2022;;;;;;;;;;;;;;;;;;PPM
1;1;Fonds Propres Investissement;D;;;;;DMP;1 481 000 000;;1 481 000 000;transformateurs de puissances H61 et H59 et poste;;AOO;2;1;20/06/2022;(null);06/01/2022;09/09/2022;11/10/2022;11/10/2022;14;;;;;;;150;;;;;;Hors PPM
;2;Fonds Propres Investissement;A;213100;A;;;DGC;;;;Installation d'une mini centrale solaire avec stockage à ouagadougou au profit du département Génie Civil;;DPX;;1;13/07/2022;13/07/2022;02/08/2022;;02/08/2022;;;;;;28/07/2022;;;90;;;;;INFRUCTUEUX POUR OFFRE HORS BUDGET. QTD N°3440 du 08/09/22;Hors PPM
;2;Fonds Propres Investissement;A;;;;;DETD;;;;Réhabilitation de l’éclairage public solaire de la Route Nationale n° 22 à Ouagadougou ;;AOO;1;1;10/02/2022;10/02/2022;12/10/2022;;12/10/2022;;;;;;27/09/2022;;;240;;;;;;Hors PPM
9;1;Financement externe;Fin. Ext.;;Fin. Ext.;44000;.PDCEL;DRCE;1 054 471 000;;1 054 471 000;Matériels  de branchements à Boulsa, Koupela, Tenkodogo et Zorgho ;;AOO;4;1;10/02/2022;10/02/2022;22/11/2021;;06/01/2022;;3;;;;;27/05/2022;;180;;23/11/2022;;;;PPM
11;1;Financement externe;Fin. Ext.;;Fin. Ext.;H0000;PDCEL,;DSI;62 650 000;;62 650 000;Acquisition écran, PC, traçeur, routeur et imprimantes;;DPX;3;1;10/02/2022;10/02/2022;26/12/2021;2022-16-03;05/01/2022;;1;;;;;09/02/2022;;60;;10/04/2022;;;;PPM
85;2;Fonds Propres;;A;;;;DIRECTION DES GRANDS PROJETS;78 000 000;;78 000 000;Contrôle et supervision des travaux;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
26;2;Fonds Propres;;;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;129 590 127;;129 590 127;Acquisition et installation des DDA sur le réseau HTA;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
41;2;Fonds Propres;;A;;;;DIRECTION DE LA DISTRIBUTION;55 500 000;;55 500 000;Acquisition d'interrupteurs IA2CM 24kV-400A ;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
33;2;Fonds Propres;;F;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;37 600 000;;37 600 000;Climatisseur type armoire;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
6;2;Fonds Propres;;;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;576 704 078;;576 704 078;Mutation des transformateurs ;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
9;2;Fonds Propres;;;;;;DIRECTION DE LA DISTRIBUTION;253 373 091;;253 373 091;Mutation de 5 postes H61 160kVA en 2 postes préfabriqués 400kVA  15kV;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
13;2;Fonds Propres;;A;;;;DIRECTION DU TRANSPORT ET MOUVEMENTS D'ENERGIE;153 000 000;;153 000 000;Complément pour la mise à jour du système CCN ABB dans les postes de Ouaga1, Ouaga2, Kossodo et Ouaga2000;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
48;2;Fonds Propres;;F;;;;DIRECTION DE LA DISTRIBUTION;35 000 000;;35 000 000;Presse hydraulique de sertissage sur batterie + accessoires;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
47;2;Fonds Propres;;A;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;22 000 000;;22 000 000;Complément de l'extention des bureaux du Groupe relevé Gounghin;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
59;2;Fonds Propres;;;;;;DIRECTION DE LA DISTRIBUTION;349 500 000;;349 500 000;Boite d'injection de courant + Formation pour câble souterrain;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
61;2;Fonds Propres;;F;;;;DIRECTION DES MARCHES ET DU PATRIMOINE;20 591 988;;20 591 988;Cric 3 tonne double PPE;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
74;2;Fonds Propres;;;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;201 921 550;;201 921 550;Passage de 160kVA à 250kVA cabine préfabriquée des postes chargés. ;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
69;2;Fonds Propres;;;;;;DIRECTION DE LA PRODUCTION ;8 300 000;;8 300 000;Remplacement du système d'alimentation des auxiliaires des CPI par un système solaire plus efficace;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
28;2;Fonds Propres;;F;;;;DIRECTION DE LA DISTRIBUTION;15 500 000;;15 500 000;Radios portatives ;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
30;2;Fonds Propres;;A;;;;DIRECTION DE LA PRODUCTION ;30 000 000;;30 000 000;Disjoncteurs 33kV arrivée groupe;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
32;2;Fonds Propres;;F;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;30 050 000;;30 050 000;vidéo-projecteur;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
22;1;Fonds Propres Investissement;A;234220;A;47000;;DRN;696 774 000;Restructuration du réseau HTA/BTA / DRN;696 774 000;Interconnexion Dourou-Kalsaka et Renforcement et contournement de ligne 33 kV Ouahigouya-Séguénéga;;AOO;2;1;10/02/2022;25/03/2022;21/02/2022;20/06/2022;23/03/2022;20/07/2022;3;;;;;07/03/2022;;210;;44632;;;;PPM
14;2;Fonds Propres;;A;;;;DIRECTION GENERALE;855 400 000;;855 400 000;Acquisition de Matériel pour les 50 000 branchements supplémentaires;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
50;2;Fonds Propres;;F;;;;DIRECTION DU TRANSPORT ET MOUVEMENTS D'ENERGIE;20 000 000;;20 000 000;Acquisition d'un logiciel de confection de schéma électriques pour la mise à jour des schémas modifiés;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
42;2;Fonds Propres;;F;;;;DIRECTION DE LA DISTRIBUTION;43 610 000;;43 610 000;Module LED Rouge 200 mm;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
18;1;Fonds Propres Exploitation;Budget. Exp.;604440;Budget. Exp.;53000;;DPTCE / DP;600 000 000;;600 000 000;Acquérir les pièces pour réaliser l¿entretien 24000 H du groupes n°1 ;;AOO;;1;10/02/2022;22/12/2021;16/02/2022;05/08/2022;18/03/2022;05/09/2022;;;;;;;;;;;;;;PPM
19;1;Fonds Propres Exploitation;Budget. Exp.;604440;Budget. Exp.;53000;;DPTCE / DP;1 023 739 000;;1 023 739 000;Achats pièces de rechanges groupes et auxiliaires Centrales extérieures thermiques (Dori-Ouahigouya-Gaoua-Fada-Dédougou) et Pièces groupes et auxiliaires pour groupes MAN de Bobo II ;;AOOI ;6;1;10/02/2022;05/07/2022;19/02/2022;25/08/2022;05/04/2022;;;;;;;;;;;;;;;PPM
23;1;Fonds Propres Exploitation;Budget. Exp.;604440;Budget. Exp.;51000;;DPH / DP;378 635 000;;378 635 000;Achats Stockés pièces de rechanges groupes et auxiliaires des centrales hydroélectriques (Kompienga-Bagré-Tourni-Niofila);;AOO;;1;10/02/2022;14/05/2022;22/02/2022;02/09/2022;24/03/2022;03/10/2022;;;;;;;;;;;;;;PPM
24;1;Fonds Propres Exploitation;Budget. Exp.;604700;Budget. Exp.;81000;;DAGP / DMP;85 839 000;;85 839 000;Achats Fournitures de bureau;;AOO;;1;10/02/2022;15/02/2022;22/02/2022;08/04/2022;24/03/2022;09/05/2022;;;;;;;;;;;;;;PPM
20;1;Fonds Propres Investissement;A;234220;A;60000;;DD;250 000 000;Réseau électrique BT et HT financement SONABEL;250 000 000;Acquisition de matériels pour les extensions HTA/BT (fourniture 175 000 000 en AO et travaux 75 000 000 en régie);;AOO;;1;10/02/2022;(null);21/03/2022;;20/04/2022;;3;;;;;44657;;210;;31/12/2022;;;;PPM
25;1;Fonds Propres Investissement;A;234220;A;64000;;DDO;141 800 000;Restructuration du réseau HTA/BTA / DRO;141 800 000;Création départ souterrain de Kua poste C1;;AOO;;1;10/02/2022;25/03/2022;22/02/2022;;23/03/2022;28/07/2022;3;;;;;07/03/2022;;210;;44632;;;;PPM
28;1;Fonds Propres Investissement;A;234220;A;11000;;PEPU;119 420 000;Extension des réseaux HTA/BTA / PEPU;119 420 000;Extensions et restructuration des réseaux HTA/BTA de Ouagadougou, Lot 1 : Zone Nord-Ouest;;AOO;;1;10/02/2022;(null);;;;;3;;;;;15/02/2022;;300;;44907;;;Marché déjà signé;PPM
93;1;Fonds Propres Investissement;E; FEP ;E;60000;;DD;90 000 000;Eclairage Public / DD;90 000 000;Acquisition d'équipements de télégestion de l'Eclairage Public;;AOO;;1;10/02/2022;(null);07/02/2022;;09/03/2022;;3;;;;;23/04/2022;;180;;20/10/2022;;;;PPM
30;1;Fonds Propres Investissement;A;234240;A;60000;;DD;1 038 295 000;Transformateurs BT et HT / DGA;1 038 295 000;Acquisition de tansformateurs et postes pré-fabriqués ;;AOO;7;1;10/02/2022;25/03/2022;21/02/2022;21/06/2022;23/03/2022;22/07/2022;3;;;;;07/03/2022;;180;;03/11/2022;;;;PPM
90;1;Fonds Propres Investissement;G;245800;G;80000;;DMP,;3 000 000;Motocylette;3 000 000;Acquisition de 2 motos DT pour Sapouy et DMLB;;DC / F;;1;10/02/2022;05/04/2022;23/03/2022;;26/03/2022;29/04/2022;1;;;;;25/04/2022;;60;;24/06/2022;;;;PPM
88;1;Fonds Propres Investissement;G;245500;G;80000;;DTME ;16 000 000;Drône;16 000 000;Acquisition d'un Drone professionnel;;DPX;;1;10/02/2022;23/02/2022;25/02/2022;;07/03/2022;;1;;;;;21/04/2022;;180;;18/10/2022;;;;PPM
34;1;Fonds Propres Investissement;B;241110;B;53200;;;67 500 000;Centrifugeuse ou Séparateur / DPTCE;67 500 000;Acquisition d'outillage spécifique, Pompe de transfert  HFO et séparateur d'huile;;AOO;2;1;10/02/2022;17/03/2022;21/02/2022;26/08/2022;23/03/2022;26/09/2022;3;;;;;07/03/2022;;180;;03/11/2022;;;;PPM
85;1;Fonds Propres Investissement;F;244401;F;10000;;DMP / DAGP;112 868 000;Mobilier de Bureau / PDEC;112 868 000;Matériels et Mobilier de bureau;;AOO;;1;10/02/2022;15/03/2022;;;;;1;;;;;21/03/2022;;90;;19/06/2022;;;"AO déjà lancé; marché en cours d'élaboration";PPM
84;1;Fonds Propres Investissement;F;244300;F;H0000;;DSI;7 740 000;Matériel Bureautique;7 740 000;Aquisition d'un dispositif de sondage;;DC / F;;1;10/02/2022;18/05/2022;21/03/2022;13/06/2022;24/03/2022;28/06/2022;1;;;;;23/04/2022;;60;;22/06/2022;;;;PPM
38;1;Fonds Propres Investissement;B;241120;B;53200;;DP;107 100 000;Compresseur d'air;107 100 000;Acquisition de compresseurs d'air, Bouteille d'azote liquide, Vannes combustibles et Sécheur d'air;;AOO;3;1;10/02/2022;01/07/2022;18/02/2022;02/09/2022;20/03/2022;03/10/2022;3;;;;;44656;;120;;44570;;;;PPM
83;1;Fonds Propres Investissement;F;244210;F;H0000;;DSI / DMS;27 000 000;Rupteur;27 000 000;Coupeur et Rupteur de listings/DMS;;DPX;;1;10/02/2022;02/03/2022;25/02/2022;21/04/2022;07/03/2022;04/05/2022;1;;;;;21/04/2022;;180;;18/10/2022;;;;PPM
81;1;Fonds Propres Investissement;F;244201;F;H0000;;DSI / DSRS;18 000 000;Matériel de communication informatique;18 000 000;Acquisition et installation d'un système de webconférence et projection pour la salle de réunion de la CNSS/SRI;;DPX;;1;10/02/2022;07/02/2022;25/02/2022;21/03/2022;07/03/2022;31/03/2022;1;;;;;21/04/2022;;180;;18/10/2022;;;;PPM
82;1;Fonds Propres Investissement;F;244202;F;H0000;;DSI ;5 647 000;Matériel informatique Serveurs;5 647 000;Installation et gestion d'une médiathèque de sauvegarde et d'archive informatisée;;DC / F;;1;10/02/2022;(null);21/03/2022;;24/03/2022;;1;;;;;23/04/2022;;60;;22/06/2022;;;;PPM
42;1;Fonds Propres Investissement;B;241130;B;51000;;DP / DPH;315 000 000;Armoire de commande;315 000 000;Remplacement des automates de contrôle et Rame de 8 Cellules complètes 6,6 kV 1250 A;;AOO;2;1;10/02/2022;21/01/2022;21/02/2022;29/06/2022;23/03/2022;03/08/2022;3;;;;;07/03/2022;;180;;03/11/2022;;;;PPM
79;1;Fonds Propres Investissement;F;244200;F;11000;;;504 405 000;Matériel Informatique / PEPU;504 405 000;Acquisition de matériels informatiques et divers accessoires;;AOO;7;1;10/02/2022;16/03/2022;21/03/2022;02/09/2022;20/04/2022;04/10/2022;3;;;;;20/05/2022;;60;;19/07/2022;;;;PPM
45;1;Fonds Propres Investissement;B;241150;B;51000;;DP / DPER;12 680 000;Cellule 33KV, 90KV;12 680 000;Réhabilitation de la partie photovoltaïque de la centrale hybride;;DPX;;1;10/02/2022;18/03/2022;18/02/2022;15/06/2022;28/02/2022;;1;;;;;14/04/2022;;120;;12/08/2022;;;;PPM
76;1;Fonds Propres Investissement;F;244110;F;45000;;DSI / DMS;25 830 000;Téléviseur;25 830 000;Acquisition matériels audio visuels;;DPX;3;1;10/02/2022;14/03/2022;17/03/2022;12/10/2022;27/03/2022;24/10/2022;1;;;;;26/04/2022;;60;;25/06/2022;;;;PPM
16;1;Fonds Propres Exploitation;Budget. Exp.;604440;Budget. Exp.;52210;;DPTO / DP;318 736 000;;318 736 000;Entretien des 3000h, 6000h, 9000h et 12000h des groupes 2, 4 et 6  / Ouaga II;;AOO;3;1;10/02/2022;29/04/2022;24/02/2022;29/08/2022;26/03/2022;28/09/2022;;;;;;;;;;;;;;PPM
48;1;Fonds Propres Investissement;B;241310;B;60000;;DG / DS;124 298 000;Matériel et Outillage d'Atelier de Distribution / DEPI;124 298 000;Acquisition divers Matériel et Outillage d'Atelier;;AOO;;1;10/02/2022;25/04/2022;21/02/2022;16/08/2022;23/03/2022;16/09/2022;3;;;;;07/03/2022;;180;;03/11/2022;;;;PPM
73;1;Fonds Propres Investissement;B;241900;B;H0000;;DSI / DIFO;45 433 000;Matériel Laboratoire Electrique / DSI;45 433 000;Acquisittion divers matériels et outillages pour DIFO et DSRS;;DPX ;1;1;10/02/2022;11/02/2022;22/02/2022;22/02/2023;04/03/2022;13/05/2022;1;;;;;18/04/2022;;180;;15/10/2022;;;;PPM
51;1;Fonds Propres Investissement;B;241500;B;51200;;DG / DS;21 600 000;Matériels surveillance et détection d'incendie;21 600 000;Installation d'un système de détection et d'alarme incendie et Barrière de sécurité;;DPX;;1;10/02/2022;12/03/2022;21/02/2022;01/06/2022;03/03/2022;10/06/2021;1;;;;;17/04/2022;;180;;14/10/2022;;;;PPM
69;1;Fonds Propres Investissement;B;241700;B;31000;;DTME / DCET;23 400 000;Matériel Radio Communication;23 400 000;Radios portatives de communication;;DPX ;1;1;10/02/2022;15/03/2022;22/02/2022;28/06/2022;04/03/2022;08/07/2022;1;;;;;18/04/2022;;120;;16/08/2022;;;;PPM
55;1;Fonds Propres Investissement;B;241500;B;H0000;;DSI;558 000 000;Matériel de Protection et de Sécurité;558 000 000;Mise en place d¿une solution de sécurité électronique sur les site de Zano, Pâ et Bagré;Fourniture;AOO;3;1;10/02/2022;10/02/2022;24/02/2022;23/11/2022;26/03/2022;06/05/2022;3;;;;;10/05/2022;;180;;06/11/2022;;;;PPM
65;1;Fonds Propres Investissement;B;241700;B;31000;;DTME / DCET;162 000 000;#REF!;162 000 000;Déployement de fibre optique pour la fiabilisition de la transmission des téléactions des protection de la boucle 33 kV du CRCO ;;AOO;;1;10/02/2022;(null);15/03/2022;;27/03/2022;;3;;;;;11/05/2022;;180;;07/11/2022;;;;PPM
24;1;Fonds Propres Investissement;A;234220;A;46000;;DDO;54 849 000;Restructuration du réseau HTA/BTA / DRO;54 849 000;Electrification de Fitigdjassa;;DPX;;1;10/02/2022;(null);21/02/2022;02/09/2022;03/03/2022;15/09/2022;1;;;;;17/04/2022;;210;;13/11/2022;;;;PPM
94;1;Fonds Propres Investissement;A;;A;81000;;DG / DS;300 000 000;Eclairage Public / DD;300 000 000;Sécurisation physique des sites;;AOO;;1;10/02/2022;13/04/2022;07/02/2022;12/09/2022;09/03/2022;11/10/2022;3;;;;;23/04/2022;;180;;20/10/2022;;;;PPM
91;1;Fonds Propres Investissement;G;245800;G;80000;;DMP.;160 000;Vélo;160 000;Vélos pour les postes de Kodéni et Pa;;DC / NF;;1;10/02/2022;10/05/2022;23/03/2022;;26/03/2022;;1;;;;;25/04/2022;;60;;24/06/2022;;;;PPM
32;1;Fonds Propres Investissement;B;241110;B;51400;;DPER;312 000;Pompe immergée;312 000;Pompe immergée pour les vidanges des CPI;;DC / NF;;1;10/02/2022;21/03/2022;01/03/2022;;04/03/2022;22/06/2022;1;;;;;03/04/2022;;30;;03/05/2022;;;;PPM
87;1;Fonds Propres Investissement;G;245110;G;80000;;;450 000 000;Véhicule  4 x 4 et Camion grue;450 000 000;Camion avec remorque plateau avec grue;;AOO;1;1;10/02/2022;09/03/2022;28/02/2022;;30/03/2022;;3;;;;;14/05/2022;;180;;10/11/2022;;;;PPM
80;1;Fonds Propres Investissement;F;244201;F;H0000;;DSI / DSRS;28 800 000;Matériel de communication informatique;28 800 000;Acquisition et installation  de 3 IPBX à Dori et Koudougou;Fourniture;DPX;2;1;10/02/2022;26/02/2022;25/02/2022;09/08/2022;07/03/2022;19/08/2022;1;;;;;21/04/2022;;180;;18/10/2022;;;;PPM
78;1;Fonds Propres Investissement;B;241900;B;45000;;DSI / DMS;19 800 000;Matériel Laboratoire Electrique/ DRCO;19 800 000;Table traçante et traçeur multifonction;;DPX;;1;10/02/2022;13/03/2022;22/02/2022;25/04/2022;04/03/2022;06/05/2022;1;;;;;18/04/2022;;180;;15/10/2022;;;;PPM
74;1;Fonds Propres Investissement;B;241910;B;52000;;DP;161 100 000;Matériel Laboratoire Chimique/ DPTO;161 100 000;Matériel de laboratoire pour les centrales de Ouaga et Fada;;AOO;3;1;10/02/2022;29/04/2022;28/02/2022;24/08/2022;30/03/2022;26/09/2022;3;;;;;14/05/2022;;180;;10/11/2022;;;;PPM
71;1;Fonds Propres Investissement;B;241900;B;31000;;DTME / DCET;121 500 000;Matériel Laboratoire Electrique/ DCET;121 500 000;Équipement de test portable et de diagnostic;;AOO;4;1;10/02/2022;15/03/2022;25/02/2022;22/08/2022;27/03/2022;20/09/2022;3;;;;;11/05/2022;;180;;07/11/2022;;;;PPM
53;1;Fonds Propres Investissement;B;241500;B;42000;;DD / DDC;45 000 000;Matériel de Protection et de Sécurité;45 000 000;Equipement de 5 départs de RSE;;DPX;;1;10/02/2022;25/03/2022;21/02/2022;02/09/2022;03/03/2022;13/09/2022;1;;;;;17/04/2022;;180;;14/10/2022;;;;PPM
54;1;Fonds Propres Investissement;B;241500;B;46000;;DSI ;22 301 000;Equipement de contrôle d'accès et vidéo surveillance;22 301 000;Installation de Vidéo de surveillance dans diverses unités;;DPX;;1;10/02/2022;10/02/2022;14/03/2022;15/12/2022;22/03/2022;27/12/2022;1;;;;;23/04/2022;;60;;22/06/2022;;;;PPM
58;1;Fonds Propres Investissement;B;241500;B;H0000;;DSI / DSRS;13 500 000;Matériel de Protection et de Sécurité;13 500 000;Systèmes hybrides 220VAC et DC secours par batteries 2X100Ah ayant une autonomie de 15 heures et leur mise en réseau pour la supervision à distance /SRI;Fourniture;DPX;;1;10/02/2022;26/02/2022;22/02/2022;10/08/2022;04/03/2022;22/08/2022;1;;;;;18/04/2022;;180;;15/10/2022;;;;PPM
64;1;Fonds Propres Investissement;B;241630;B;31000;;DSI / DSRS;20 612 000;Matériel Pédagogique - Administratif  & Comptable;20 612 000;Mise en place d'un système de télégestion de poste de Ziniaré et Kaya;;DPX;;1;10/02/2022;(null);25/11/2021;;05/12/2021;;1;;;;;14/02/2022;;90;;15/05/2022;;;;PPM
63;1;Fonds Propres Investissement;B;241700;B;31000;;DSI / DSRS;673 990 000;Matériel Radio Communication;673 990 000;Fourniture et l'installation d'un IPBX au siège et d'une solution complète de call center;;AOO;2;1;10/02/2022;(null);25/11/2021;;09/01/2022;;3;;;;;14/02/2022;;90;;15/05/2022;;;AO déjà lancé;PPM
62;1;Fonds Propres Investissement;B;241630;B;31000;;DMTE / DCET;148 500 000;Matériel Pédagogique - Administratif  & Comptable;148 500 000;Multiplexeur PDH et RTU;;AOO;2;1;10/02/2022;15/03/2022;25/02/2022;06/06/2022;27/03/2022;06/07/2022;3;;;;;11/05/2022;;180;;07/11/2022;;;;PPM
60;1;Fonds Propres Investissement;B;241610;B;93000;;DRH / DFP;18 386 000;Matériel Pédagogique - Distribution;18 386 000;Kit de mesure, Kit d'étude et divers matériels;;DPX;;1;10/02/2022;15/02/2022;22/02/2022;02/02/2023;04/03/2022;;1;;;;;18/04/2022;;180;;15/10/2022;;;;PPM
61;1;Fonds Propres Investissement;B;241630;B;93000;;DRH;4 990 000;Matériel Pédagogique - Administratif  & Comptable;4 990 000;Ensemble matériels pour cours à distance;;DC / F;;1;10/02/2022;13/04/2022;14/03/2022;10/05/2022;17/03/2022;18/05/2022;1;;;;;16/04/2022;;120;;14/08/2022;;;;PPM
3;1;Fonds Propres Investissement;I;213100;I;13000;;DMP / DAGP;7 000 000;Logiciels / DAGP;7 000 000;Extension du module de la géolocalisation;;ED;;1;10/02/2022;27/06/2022;15/01/2022;;20/01/2022;;1;;;;;15/02/2022;;60;;16/04/2022;;;;PPM
9;1;Fonds Propres Investissement;J;231380;22J0012;47000;;DGC;25 925 000;Travaux de génie civil / DRN;25 925 000;Clôture du terrain des guichets à Kongoussi;;DPX;;1;10/02/2022;13/05/2022;16/02/2022;20/07/2022;26/02/2022;01/08/2022;1;;;;;12/04/2022;;120;;10/08/2022;;;;PPM
5;1;Fonds Propres Investissement;J;231180;J;18000;;DG / DS;54 000 000;Terrain / Gestion environnementale;54 000 000;Construction RIA Poste Ouaga II;;DPX;;1;10/02/2022;22/03/2022;18/02/2022;11/04/2022;28/02/2022;20/04/2022;1;;;;;14/04/2022;;90;;13/07/2022;;;;PPM
4;1;Fonds Propres Investissement;I;213100;I;H2000;;DSI / DMS;112 770 000;Logiciels / DSI;112 770 000;Acquisition de divers Logiciels d'exploitation  ;;AOO;9;1;10/02/2022;03/04/2022;14/02/2022;19/09/2022;16/03/2022;28/09/2022;3;;;;;30/04/2022;;180;;27/10/2022;;;;PPM
